lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
36	Abortion	Abort	Aborto	Aborto	Abort	Abortus		Avortement	Avortement	Abort	堕胎	流產	Аборт			Aborsi	Άμβλωση		Aborto	Aborto	اجهاض	Abort	Düşük	Aborcja		Aborto	गर्भपात	Avort	Phá thai		Abort	Potrat	Переривання вагітності		Abort	سقط جنین	Abortas			Raskaudenkeskeytys	유산	dummy
37	Abortion Issues	Abortrelaterad problematik	Problemas del Aborto	Problemas del Aborto	Verhaltener Abort	Abortusproblematiek		Problème médical relatif à l\'avortement	Problème médical relatif à l\'avortement		堕胎问题	流產議題	Проблемы аборта			Isu Aborsi	Θέματα άμβλωσης		Casos de Aborto	Questões do Aborto	قضايا الإجهاض	Abortproblematik	Düşük Konuları	Problemy podczas zabiegu aborcji		Problemi di aborto	गर्भपात संबंधित समस्याएं	Probleme avort	Vấn đề Nạo phá thai		Probleme aborti		Проблеми переривання вагітності		Abordiprobleemid	مسائل مربوط به سقط جنین	Aborto problemos			Aborttiin liittyvät ongelmat		dummy
38	Abortion Method	Abortmetod 	Método abortivo	Método de Aborto	Abtreibungsmethode	Abortusmethode		Méthode d\'avortement	Méthode d\'avortement		堕胎方式	流產方法	Метод прерывания беременности			Metode Aborsi	Μέθοδος άμβλωσης		Método de Aborto	O método do aborto	طريقة الإجهاض	Abortmetod 	Düşük Yöntemi	Metoda aborcji		Metodo abortivo	गर्भपात विधि	Avort metoda	Phương pháp Phá thai		Metode aborti		Методи переривання вагітності		Abordi meetod	روش سقط جنین	Nėštumo nutraukimo metodas			Raskaudenkeskeytyksen menetelmä	유산 방법	dummy
39	Abortion-Related Categories	Abortrelaterade kategorier	Categorías relacionadas al Aborto	Categorías relacionadas al Aborto	Abtreibungs-Kategorien	Abortus gerelateerde categorieen		Catégories relative à l\'avortement	Catégories relative à l\'avortement		与堕胎有关的分类	與流產有關的類別	Категории, связанные с абортом			Kategori-Berhubungan dengan Aborsi	Κατηγορίες σχετικές με την άμβλωση		Categorias Relacionadas com Aborto	Categorias Relacionadas ao Aborto	الفئات المتعلقة بالإجهاض	Abortrelaterade kategorier	Düşük ile İlgili Kategoriler	Kategorie związane z aborcją		Categorie relate ad aborto	गर्भपात संबंधी श्रेणियाँ	Categorii legate de avort	Thể loại Phá thai-Liên quan		Kategori aborti		Категорії пов\'язані з перериванням вагітності		Abordiga seotud kategooriad	دسته بندی های مربوط به سقط جنین				Raskaudenkeskeytykseen liittyvät luokat	유산 관련 범주	dummy
40	Abortions	Aborter	Abortos	Abortos	Abtreibungen	Abortussen		Avortements	Avortements	Aborter	堕胎	墮胎	Аборты			Aborsi	Αμβλώσεις		Abortos	Abortos	اجهاضات	Aborter	Düşükler	Aborcje		Aborti	गर्भपात	Avorturi	Phá thai		Aborte		Аборти		Abordid	سقط جنین ها	Abortai			Raskaudenkeskeytykset	유산	dummy
41	About the calendar	Om kalendern	Acerca del calendario	Acerca del calendario	Über den Kalender	Over de kalender		À propos du calendrier	A propos du calendrier	Om kalenderen	关于日历	關於日曆	Согласно регистрации			Mengenai kalendar	Σχετικά με το ημερολόγιο		Sobre o calendário	Sobre o calendário	عن المفكرة	Om kalenderen	Takvim Hakkında	O kalendarzu		Informazioni calendario	कैलेंडर के बारे में	Despre calendar	Giới thiệu về lịch		Rreth kalendarit		Про календар		Teave kalendri kohta	در باره زمانبندی				Tietoja kalenterista	달력에 대하여	dummy
42	Absences by Diagnosis	Frånvaro av Diagnos 	Ausencias por Diagnóstico	Ausencias por Diagnóstico	Fehlen der Diagnose	Diagnose met absences		Absence de diagnostique	Absence de diagnostique		缺席的诊断	診斷為失神	Отсутствие диагноза			Absen oleh Diagnosis	Απουσίες ανά διάγνωση		Ausências por Diagnóstico	Ausências por Diagnóstico	غياب التشخيص	Fraværende diagnose	Tanıya göre Devamsızlıklar	Nieobecności według Diagnozy		Assenze per diagnosi	डायग्नोसिस द्वारा absences	Absentele de diagnostic	Chẩn đoán vắng mặt		Mungesa nga diagnoza		Відсутність за діагнозом		?Puudused Diagnoosi järgi	غیبت ها بر اساس تشخیص				Poissaoloja Diagnoosi		dummy
43	Accept Assignment	Acceptera uppdrag 	Aceptar la tarea	Aceptar la tarea	Überweisung zustimmen	Aanstelling accepteren		Accepter l\'affectation	Accepter l\'affectation	Akseptere Jobb	接受指派	接受指派	Принять назначение			Terima Penugasan	Αποδοχή ανάθεσης		Aceitar Tarefa	Aceitar Tarefa	قبول المهمة	Acceptér opgaven	Görevi Kabul	Zebrane przypisanie		Accetta compito	आवंटित कार्य स्वीकार करें 	Acceptare transfer	Chấp nhận Chuyển nhượng		Prano detyren		Прийняти призначення	Assignment গ্রহণ করুন 	?Nõustu Ülesandega	پذیرش واگذاری				Hyväksy tehtävät		dummy
44	Accept Payment for	acceptera betalning för 	Aceptar pago por	Aceptar pago por	Bezahlung akzeptieren für	Accepteer betaling voor		Accepter le Paiement pour			接受付款		Принять оплату за			Terima Pembayaran untuk	Αποδοχή πληρωμής για			Aceitar Pagamento para	قبول الدفع ل		İçin ödeme kabul	Przyjęcie płatności za		Accetta pagamento per	के लिए भुगतान स्वीकार	Acceptare plata pentru	Chấp nhận Thanh toán cho		Prano pagesen per		Прийняти оплату за	Payment যার জন্য গ্রহণ করা হল 	Aksepteeri makse	پذیرش پرداخت برای				Hyväksy maksu		dummy
45	Accept Payment for 	acceptera betalning för 	Aceptar Pago por 	Aceptar Pago por 	Bezahlung akzeptieren für	Accepteer betaling voor 		Accepter le Paiement pour	Accepter le Paiement pour	Akseptere penger for	接受付款	接受付款為	Принять оплату за			Terima Pembayaran untuk	Αποδοχή πληρωμής για		Aceite Pagamento para	Aceitar Pagamento para	قبول الدفع ل	Acceptér betaling for 	İçin Ödeme Kabul	Przyjęcie płatności za		Accetta pagamento per	के लिए भुगतान स्वीकार	Acceptare plata pentru	Chấp nhận Thanh toán cho		Pranim pagese per	Přijetí platby za	Прийняти оплату за	Payment যার জন্য গ্রহণ করা হল 	Aksepteeri makse	پذیرش پرداخت برای				Hyväksy maksu		dummy
46	Accepts Assignment	Accepterar uppdrag 	Acepta la tarea	Acepta tarea	Überweisung zugestimmt	Accepteert opdracht		Accepte l\'affectation	Accepte l\'affectation	Akseptere jobb	接受指派	接受指派 承擔任務	Принимать назначение			Terima Penugasan	Αποδέχεται την ανάθεση		Aceita Tarefa	Aceitar Tarefa	قبول المهمة	Accepterer opgaven 	Görevi Kabul Eder	Akceptacja przypisania		Accetta compiti	आवंटित कार्य स्वीकार करें 	Accepta cesiunea	Chấp nhận Phần được giao		Pranon detyren		Особа, що приймає призначення	Assignment গ্রহণ করুন 	?Nõustub ülesandega	حواله می پذیرد				Hyväksyy tehtävän		dummy
47	Access Control	Åtkomstkontroll 	Control de acceso	Control de acceso	Zugangskontrolle	Bevoegd als		Contrôle d\'accès	Contrôle d\'accès	Tilgangs kontroll	访问权限管理	存取控制	Управление конролем			Kontrol Akses	Έλεγχος Πρόσβασης 		Controlo de Acesso	Controle de Acesso	تحكم  بالوصول	Adgangskontrol	Erişim Kontrolü	Kontrola dostępu		Controllo d\'accesso	एक्सेस नियंत्रण	Acces control	Kiểm soát Truy nhập		Kontroll aksesi		Контроль доступу		Ligipääsu kontroll	کنترل دسترسی				Pääsyvalvonta		dummy
48	Access Control List Administration	Hantera åtkomst	Administración de la Lista de Control de Acceso	Administración de la Lista de Control de Acceso	Verwaltung der Zugangskontrolllisten	Toegangscontrolelijsten administratie		Liste de contrôle d\'accès administratif	Liste de contrôle d\'accès administratif		访问权限列表管理	存取控制表管理	Администрирование через список управления доступом (ACL)			Daftar Administrasi Kontrol Akses	Έλεγχος Διαχείρισης δικαιωμάτων πρόσβασης		Controlo de Acesso Lista de Administração	Controle de Acesso da Lista de Administração	ادارة قائمة التحكم بالوصول	Administration af adgangskontrolliste	Erişim Kontrolü Listesi Yönetimi	Administracja kontroli dostępu		Amministrazione elenchi dei controlli d\'accesso	एक्सेस नियंत्रण सूची का प्रशासन	Acces control lista administratie	Quản trị Danh sách Kiểm soát Truy nhập		Lista e administrimit te kontrollit te aksesit		Адміністрування через список управління доступом (ACL)		Ligipääsu kontrolli loendi administreerimine	مدیریت لیست کنترل دسترسی				Käytön hallinta		dummy
49	Access date																																									dummy
50	Access not allowed	Åtkomst ej tillåten	Acceso no permitido	Acceso no permitido	Zugang nicht erlaubt	Toegang niet toegestaan		Accès non permi			禁止访问		Доступ не разрешен			Akses tidak diperkenankan	Δεν επιτρέπεται η πρόσβαση			Acesso não permitido	 الوصول غير مسموح		Erişime izin verilmiyor	Dostęp wzbroniony		Accesso non consentito	अनुमति नहीं	Acces nepermis	Không được phép truy nhập		Aksesi nuk lejohet		Доступ не дозволено	Access বর্জিত 	Ligipääs keelatud	دسترسی مجاز نیست				Pääsy kielletty		dummy
51	Access Not Authorized	Åtkomst ej tillåten			Zugang nicht genehmigt	Toegang niet geautoriseerd		Accès non autorisés									Δεν επιτρέπεται η πρόσβαση			Acesso Não Autorizado	الوصول غير مرخص به			Dostep nie Autoryzowany		Accesso non autorizzato	प्रवेश अनधिकृत	Acces neautorizat	Không được Cấp phép Truy nhập				Не уповноважений для доступу 	আপনি Access করতে পারবেন না 	Ligipääs Ei ole Lubatud	دسترسی مجاز نیست				Pääsy kielletty		dummy
52	Access Your Patient Portal	Öppna patientöversikten	Acceder al Portal del Paciente	Acceder al Portal del Paciente	Zugang zum Patientenportal	Naar eigen Patienten toegang		Accédez à votre Portail Patients	Accédez à votre Portail Patients		访问客户管理门户	進入你的病人入口網站	Портал для доступа вашего пациента			Mengakses Portal Pasien Anda	Πρόσβαση στο Portal Ασθενούς σας 		Acesso ao Portal do Cliente	Acesse o Portal do Paciente	الوصول إلى بوابة مريضكم	Gå til patientregister	Hasta Kaydı Erişiminiz	Dostęp portalu Pacjenta		Accedi al Portale del Paziente	अपने रोगी पोर्टल को एक्सेस करिये	Accesul pacientului in portal	Cổng thông tin bệnh nhân Truy cập 		Akseso portalin e pacientit tuaj	Přístup do pacientského portálu	Доступ до Вашого Порталу Пацієнта	পেশেন্ট পোর্টাল এক্সেস করুন 	Suundu oma patsiendi portaali	دسترسی به پورتال بیمار 				Avaa potilaan yhteenveto		dummy
